draft_slug	commit_sha	commit_idx	phase	class	matches_count	done_file
clean-gate-auto-continue	ba19b32d	9	[draft] clean-gate auto-contin	m	2	executable-317.md
clean-gate-auto-continue	ba19b32d	9	[draft] clean-gate auto-contin	q	0	executable-317.md
clean-gate-auto-continue	ba19b32d	9	[draft] clean-gate auto-contin	r	0	executable-317.md
clean-gate-auto-continue	ba19b32d	9	[draft] clean-gate auto-contin	s	10	executable-317.md
clean-gate-auto-continue	d4fee3e3	10	[draft] clean-gate auto-contin	m	2	executable-317.md
clean-gate-auto-continue	d4fee3e3	10	[draft] clean-gate auto-contin	q	0	executable-317.md
clean-gate-auto-continue	d4fee3e3	10	[draft] clean-gate auto-contin	r	0	executable-317.md
clean-gate-auto-continue	d4fee3e3	10	[draft] clean-gate auto-contin	s	10	executable-317.md
clean-gate-auto-continue	eb6fe699	11	[draft] clean-gate auto-contin	m	2	executable-317.md
clean-gate-auto-continue	eb6fe699	11	[draft] clean-gate auto-contin	q	0	executable-317.md
clean-gate-auto-continue	eb6fe699	11	[draft] clean-gate auto-contin	r	0	executable-317.md
clean-gate-auto-continue	eb6fe699	11	[draft] clean-gate auto-contin	s	10	executable-317.md
clean-gate-auto-continue	57c05ab0	12	[draft] clean-gate auto-continue aC2 (ACID confirming of post-panel folds, apart) — dry after 1 fold	m	2	executable-317.md
clean-gate-auto-continue	57c05ab0	12	[draft] clean-gate auto-continue aC2 (ACID confirming of post-panel folds, apart) — dry after 1 fold	q	1	executable-317.md
clean-gate-auto-continue	57c05ab0	12	[draft] clean-gate auto-continue aC2 (ACID confirming of post-panel folds, apart) — dry after 1 fold	r	0	executable-317.md
clean-gate-auto-continue	57c05ab0	12	[draft] clean-gate auto-continue aC2 (ACID confirming of post-panel folds, apart) — dry after 1 fold	s	9	executable-317.md
lens-mechanization-census	65dfa3d2	0	[draft] lens-mechanization census v0 — T1 diagnostic (315->317 arc shape for the lenses)	m	2	diagnostic-322.md
lens-mechanization-census	65dfa3d2	0	[draft] lens-mechanization census v0 — T1 diagnostic (315->317 arc shape for the lenses)	q	0	diagnostic-322.md
lens-mechanization-census	65dfa3d2	0	[draft] lens-mechanization census v0 — T1 diagnostic (315->317 arc shape for the lenses)	r	0	diagnostic-322.md
lens-mechanization-census	65dfa3d2	0	[draft] lens-mechanization census v0 — T1 diagnostic (315->317 arc shape for the lenses)	s	2	diagnostic-322.md
lens-mechanization-census	dfdd0499	1	[draft] lens-mechanization census w1 lens-1 (Weak spots) culmination — 8 folds	m	2	diagnostic-322.md
lens-mechanization-census	dfdd0499	1	[draft] lens-mechanization census w1 lens-1 (Weak spots) culmination — 8 folds	q	0	diagnostic-322.md
lens-mechanization-census	dfdd0499	1	[draft] lens-mechanization census w1 lens-1 (Weak spots) culmination — 8 folds	r	0	diagnostic-322.md
lens-mechanization-census	dfdd0499	1	[draft] lens-mechanization census w1 lens-1 (Weak spots) culmination — 8 folds	s	2	diagnostic-322.md
lens-mechanization-census	165b3f86	2	[draft] lens-mechanization census w1 lens-2 (Destruction) culmination — 5 folds (2.4-aimed at the run + downstream over-claim)	m	2	diagnostic-322.md
lens-mechanization-census	165b3f86	2	[draft] lens-mechanization census w1 lens-2 (Destruction) culmination — 5 folds (2.4-aimed at the run + downstream over-claim)	q	0	diagnostic-322.md
lens-mechanization-census	165b3f86	2	[draft] lens-mechanization census w1 lens-2 (Destruction) culmination — 5 folds (2.4-aimed at the run + downstream over-claim)	r	0	diagnostic-322.md
lens-mechanization-census	165b3f86	2	[draft] lens-mechanization census w1 lens-2 (Destruction) culmination — 5 folds (2.4-aimed at the run + downstream over-claim)	s	2	diagnostic-322.md
lens-mechanization-census	d100b34c	3	[draft] lens-mechanization census w1 lens-3 (Vulnerabilities) culmination — 5 folds	m	2	diagnostic-322.md
lens-mechanization-census	d100b34c	3	[draft] lens-mechanization census w1 lens-3 (Vulnerabilities) culmination — 5 folds	q	0	diagnostic-322.md
lens-mechanization-census	d100b34c	3	[draft] lens-mechanization census w1 lens-3 (Vulnerabilities) culmination — 5 folds	r	0	diagnostic-322.md
lens-mechanization-census	d100b34c	3	[draft] lens-mechanization census w1 lens-3 (Vulnerabilities) culmination — 5 folds	s	2	diagnostic-322.md
lens-mechanization-census	c9aea7da	4	[draft] lens-mechanization census w1 lens-4 (Integration-record) culmination — 8 folds incl. CRITICAL	m	2	diagnostic-322.md
lens-mechanization-census	c9aea7da	4	[draft] lens-mechanization census w1 lens-4 (Integration-record) culmination — 8 folds incl. CRITICAL	q	0	diagnostic-322.md
lens-mechanization-census	c9aea7da	4	[draft] lens-mechanization census w1 lens-4 (Integration-record) culmination — 8 folds incl. CRITICAL	r	0	diagnostic-322.md
lens-mechanization-census	c9aea7da	4	[draft] lens-mechanization census w1 lens-4 (Integration-record) culmination — 8 folds incl. CRITICAL	s	2	diagnostic-322.md
lens-mechanization-census	f9463f1d	5	[draft] lens-mechanization census a1 (ACID, apart) culmination — 5 folds	m	2	diagnostic-322.md
lens-mechanization-census	f9463f1d	5	[draft] lens-mechanization census a1 (ACID, apart) culmination — 5 folds	q	0	diagnostic-322.md
lens-mechanization-census	f9463f1d	5	[draft] lens-mechanization census a1 (ACID, apart) culmination — 5 folds	r	0	diagnostic-322.md
lens-mechanization-census	f9463f1d	5	[draft] lens-mechanization census a1 (ACID, apart) culmination — 5 folds	s	5	diagnostic-322.md
lens-mechanization-census	e1828587	6	[draft] lens-mechanization census c1 (four lenses, rotated to under-examined regions) — 4 folds, NOT dry	m	2	diagnostic-322.md
lens-mechanization-census	e1828587	6	[draft] lens-mechanization census c1 (four lenses, rotated to under-examined regions) — 4 folds, NOT dry	q	0	diagnostic-322.md
lens-mechanization-census	e1828587	6	[draft] lens-mechanization census c1 (four lenses, rotated to under-examined regions) — 4 folds, NOT dry	r	0	diagnostic-322.md
lens-mechanization-census	e1828587	6	[draft] lens-mechanization census c1 (four lenses, rotated to under-examined regions) — 4 folds, NOT dry	s	5	diagnostic-322.md
lens-mechanization-census	6ff54a67	7	[draft] lens-mechanization census aC (ACID confirming, apart) — 2 folds then re-read dry	m	2	diagnostic-322.md
lens-mechanization-census	6ff54a67	7	[draft] lens-mechanization census aC (ACID confirming, apart) — 2 folds then re-read dry	q	0	diagnostic-322.md
lens-mechanization-census	6ff54a67	7	[draft] lens-mechanization census aC (ACID confirming, apart) — 2 folds then re-read dry	r	0	diagnostic-322.md
lens-mechanization-census	6ff54a67	7	[draft] lens-mechanization census aC (ACID confirming, apart) — 2 folds then re-read dry	s	5	diagnostic-322.md
lens-mechanization-census	bd49c30b	8	[draft] lens-mechanization census c2 (four lenses, rotated	m	2	diagnostic-322.md
lens-mechanization-census	bd49c30b	8	[draft] lens-mechanization census c2 (four lenses, rotated	q	0	diagnostic-322.md
lens-mechanization-census	bd49c30b	8	[draft] lens-mechanization census c2 (four lenses, rotated	r	0	diagnostic-322.md
lens-mechanization-census	bd49c30b	8	[draft] lens-mechanization census c2 (four lenses, rotated	s	5	diagnostic-322.md
lens-mechanization-census	356f4ca2	9	[draft] lens-mechanization census c3 (four lenses, read from bytes) — DRY AT ZERO per-lens; CYCLE CLOSED	m	2	diagnostic-322.md
lens-mechanization-census	356f4ca2	9	[draft] lens-mechanization census c3 (four lenses, read from bytes) — DRY AT ZERO per-lens; CYCLE CLOSED	q	0	diagnostic-322.md
lens-mechanization-census	356f4ca2	9	[draft] lens-mechanization census c3 (four lenses, read from bytes) — DRY AT ZERO per-lens; CYCLE CLOSED	r	0	diagnostic-322.md
lens-mechanization-census	356f4ca2	9	[draft] lens-mechanization census c3 (four lenses, read from bytes) — DRY AT ZERO per-lens; CYCLE CLOSED	s	5	diagnostic-322.md
lint-subcheck-trio	97690e6d	0	[draft] lint sub-check trio v0 — T2 (T-6 gate edit + T-1; T-7 consumed from diag-322)	m	3	executable-324.md
lint-subcheck-trio	97690e6d	0	[draft] lint sub-check trio v0 — T2 (T-6 gate edit + T-1; T-7 consumed from diag-322)	q	0	executable-324.md
lint-subcheck-trio	97690e6d	0	[draft] lint sub-check trio v0 — T2 (T-6 gate edit + T-1; T-7 consumed from diag-322)	r	0	executable-324.md
lint-subcheck-trio	97690e6d	0	[draft] lint sub-check trio v0 — T2 (T-6 gate edit + T-1; T-7 consumed from diag-322)	s	2	executable-324.md
lint-subcheck-trio	e7d60b1f	1	[draft] lint sub-check trio w1 lens-1 (Weak spots) culmination — 4 folds	m	3	executable-324.md
lint-subcheck-trio	e7d60b1f	1	[draft] lint sub-check trio w1 lens-1 (Weak spots) culmination — 4 folds	q	1	executable-324.md
lint-subcheck-trio	e7d60b1f	1	[draft] lint sub-check trio w1 lens-1 (Weak spots) culmination — 4 folds	r	0	executable-324.md
lint-subcheck-trio	e7d60b1f	1	[draft] lint sub-check trio w1 lens-1 (Weak spots) culmination — 4 folds	s	2	executable-324.md
lint-subcheck-trio	84f35f87	2	[draft] lint sub-check trio w1 lens-4 (Integration-record) culmination — 3 folds, all EXECUTED-confirmed	m	3	executable-324.md
lint-subcheck-trio	84f35f87	2	[draft] lint sub-check trio w1 lens-4 (Integration-record) culmination — 3 folds, all EXECUTED-confirmed	q	1	executable-324.md
lint-subcheck-trio	84f35f87	2	[draft] lint sub-check trio w1 lens-4 (Integration-record) culmination — 3 folds, all EXECUTED-confirmed	r	0	executable-324.md
lint-subcheck-trio	84f35f87	2	[draft] lint sub-check trio w1 lens-4 (Integration-record) culmination — 3 folds, all EXECUTED-confirmed	s	3	executable-324.md
lint-subcheck-trio	a7b866c2	3	[draft] lint sub-check trio a1 (ACID, apart) culmination — 4 folds	m	3	executable-324.md
lint-subcheck-trio	a7b866c2	3	[draft] lint sub-check trio a1 (ACID, apart) culmination — 4 folds	q	1	executable-324.md
lint-subcheck-trio	a7b866c2	3	[draft] lint sub-check trio a1 (ACID, apart) culmination — 4 folds	r	0	executable-324.md
lint-subcheck-trio	a7b866c2	3	[draft] lint sub-check trio a1 (ACID, apart) culmination — 4 folds	s	6	executable-324.md
lint-subcheck-trio	86fcde71	4	[draft] lint sub-check trio c1	m	3	executable-324.md
lint-subcheck-trio	86fcde71	4	[draft] lint sub-check trio c1	q	1	executable-324.md
lint-subcheck-trio	86fcde71	4	[draft] lint sub-check trio c1	r	0	executable-324.md
lint-subcheck-trio	86fcde71	4	[draft] lint sub-check trio c1	s	7	executable-324.md
lint-subcheck-trio	3ab6a94c	5	[draft] lint sub-check trio —	m	3	executable-324.md
lint-subcheck-trio	3ab6a94c	5	[draft] lint sub-check trio —	q	1	executable-324.md
lint-subcheck-trio	3ab6a94c	5	[draft] lint sub-check trio —	r	0	executable-324.md
lint-subcheck-trio	3ab6a94c	5	[draft] lint sub-check trio —	s	8	executable-324.md
lint-subcheck-trio	4f4e5987	6	[draft] lint sub-check trio cold seat-1 (Weak spots) culmination — 7 findings, ALL author-verified real, 2 HIGH folded	m	3	executable-324.md
lint-subcheck-trio	4f4e5987	6	[draft] lint sub-check trio cold seat-1 (Weak spots) culmination — 7 findings, ALL author-verified real, 2 HIGH folded	q	1	executable-324.md
lint-subcheck-trio	4f4e5987	6	[draft] lint sub-check trio cold seat-1 (Weak spots) culmination — 7 findings, ALL author-verified real, 2 HIGH folded	r	0	executable-324.md
lint-subcheck-trio	4f4e5987	6	[draft] lint sub-check trio cold seat-1 (Weak spots) culmination — 7 findings, ALL author-verified real, 2 HIGH folded	s	8	executable-324.md
lint-subcheck-trio	6dcc76e4	7	[draft] lint sub-check trio cold seat-2 (Destruction) culmination — 9 findings all author-verified, folded	m	4	executable-324.md
lint-subcheck-trio	6dcc76e4	7	[draft] lint sub-check trio cold seat-2 (Destruction) culmination — 9 findings all author-verified, folded	q	1	executable-324.md
lint-subcheck-trio	6dcc76e4	7	[draft] lint sub-check trio cold seat-2 (Destruction) culmination — 9 findings all author-verified, folded	r	0	executable-324.md
lint-subcheck-trio	6dcc76e4	7	[draft] lint sub-check trio cold seat-2 (Destruction) culmination — 9 findings all author-verified, folded	s	11	executable-324.md
lint-subcheck-trio	5d22bcca	8	[draft] lint sub-check trio cold seat-3 (Vulnerabilities) culmination — 7 findings all author-verified, folded	m	4	executable-324.md
lint-subcheck-trio	5d22bcca	8	[draft] lint sub-check trio cold seat-3 (Vulnerabilities) culmination — 7 findings all author-verified, folded	q	2	executable-324.md
lint-subcheck-trio	5d22bcca	8	[draft] lint sub-check trio cold seat-3 (Vulnerabilities) culmination — 7 findings all author-verified, folded	r	0	executable-324.md
lint-subcheck-trio	5d22bcca	8	[draft] lint sub-check trio cold seat-3 (Vulnerabilities) culmination — 7 findings all author-verified, folded	s	10	executable-324.md
lint-subcheck-trio	c7e6de45	9	[draft] lint sub-check trio cold seat-4 (Integration-record) culmination — 9 findings all author-verified, folded	m	5	executable-324.md
lint-subcheck-trio	c7e6de45	9	[draft] lint sub-check trio cold seat-4 (Integration-record) culmination — 9 findings all author-verified, folded	q	2	executable-324.md
lint-subcheck-trio	c7e6de45	9	[draft] lint sub-check trio cold seat-4 (Integration-record) culmination — 9 findings all author-verified, folded	r	0	executable-324.md
lint-subcheck-trio	c7e6de45	9	[draft] lint sub-check trio cold seat-4 (Integration-record) culmination — 9 findings all author-verified, folded	s	12	executable-324.md
lint-subcheck-trio	c676a23c	10	[draft] lint sub-check trio cold seat-5 (ACID/system) culmination — 13 findings all author-verified, folded; PANEL COMPLETE 7-9-7-9-13 = 45, all real, zero design re-opens	m	5	executable-324.md
lint-subcheck-trio	c676a23c	10	[draft] lint sub-check trio cold seat-5 (ACID/system) culmination — 13 findings all author-verified, folded; PANEL COMPLETE 7-9-7-9-13 = 45, all real, zero design re-opens	q	2	executable-324.md
lint-subcheck-trio	c676a23c	10	[draft] lint sub-check trio cold seat-5 (ACID/system) culmination — 13 findings all author-verified, folded; PANEL COMPLETE 7-9-7-9-13 = 45, all real, zero design re-opens	r	0	executable-324.md
lint-subcheck-trio	c676a23c	10	[draft] lint sub-check trio cold seat-5 (ACID/system) culmination — 13 findings all author-verified, folded; PANEL COMPLETE 7-9-7-9-13 = 45, all real, zero design re-opens	s	12	executable-324.md
lint-subcheck-trio	8b20747f	11	[draft] lint sub-check trio cc (panel-complete confirming close, four lenses) — 5 folds, all panel-fold residue	m	5	executable-324.md
lint-subcheck-trio	8b20747f	11	[draft] lint sub-check trio cc (panel-complete confirming close, four lenses) — 5 folds, all panel-fold residue	q	2	executable-324.md
lint-subcheck-trio	8b20747f	11	[draft] lint sub-check trio cc (panel-complete confirming close, four lenses) — 5 folds, all panel-fold residue	r	0	executable-324.md
lint-subcheck-trio	8b20747f	11	[draft] lint sub-check trio cc (panel-complete confirming close, four lenses) — 5 folds, all panel-fold residue	s	11	executable-324.md
lint-subcheck-trio	939a92f6	12	[draft] lint sub-check trio aC2 (ACID confirming, apart) — 2 folds then re-read dry	m	5	executable-324.md
lint-subcheck-trio	939a92f6	12	[draft] lint sub-check trio aC2 (ACID confirming, apart) — 2 folds then re-read dry	q	2	executable-324.md
lint-subcheck-trio	939a92f6	12	[draft] lint sub-check trio aC2 (ACID confirming, apart) — 2 folds then re-read dry	r	0	executable-324.md
lint-subcheck-trio	939a92f6	12	[draft] lint sub-check trio aC2 (ACID confirming, apart) — 2 folds then re-read dry	s	11	executable-324.md
lint-subcheck-trio	47976bfa	13	[draft] lint sub-check trio c-final (four lenses, fresh read) — DRY AT ZERO; CYCLE CLOSED	m	5	executable-324.md
lint-subcheck-trio	47976bfa	13	[draft] lint sub-check trio c-final (four lenses, fresh read) — DRY AT ZERO; CYCLE CLOSED	q	2	executable-324.md
lint-subcheck-trio	47976bfa	13	[draft] lint sub-check trio c-final (four lenses, fresh read) — DRY AT ZERO; CYCLE CLOSED	r	0	executable-324.md
lint-subcheck-trio	47976bfa	13	[draft] lint sub-check trio c-final (four lenses, fresh read) — DRY AT ZERO; CYCLE CLOSED	s	12	executable-324.md
verdict-mechanization-distribution-refresh	5477075d	0	[draft] verdict-mechanization	m	1	diagnostic-315.md
verdict-mechanization-distribution-refresh	5477075d	0	[draft] verdict-mechanization	q	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	5477075d	0	[draft] verdict-mechanization	r	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	5477075d	0	[draft] verdict-mechanization	s	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	c6efe045	1	[draft] verdict-mechanization	m	1	diagnostic-315.md
verdict-mechanization-distribution-refresh	c6efe045	1	[draft] verdict-mechanization	q	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	c6efe045	1	[draft] verdict-mechanization	r	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	c6efe045	1	[draft] verdict-mechanization	s	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	3bf8162e	2	[draft] verdict-mechanization refresh a1 — 5 ACID folds	m	1	diagnostic-315.md
verdict-mechanization-distribution-refresh	3bf8162e	2	[draft] verdict-mechanization refresh a1 — 5 ACID folds	q	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	3bf8162e	2	[draft] verdict-mechanization refresh a1 — 5 ACID folds	r	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	3bf8162e	2	[draft] verdict-mechanization refresh a1 — 5 ACID folds	s	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	9c8a61aa	3	[draft] verdict-mechanization refresh c1 — NOT dry	m	1	diagnostic-315.md
verdict-mechanization-distribution-refresh	9c8a61aa	3	[draft] verdict-mechanization refresh c1 — NOT dry	q	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	9c8a61aa	3	[draft] verdict-mechanization refresh c1 — NOT dry	r	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	9c8a61aa	3	[draft] verdict-mechanization refresh c1 — NOT dry	s	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	1eaaafa4	4	[draft] verdict-mechanization refresh — record c1 phase deviation (ACID ran with the four lenses; CEO-corrected)	m	1	diagnostic-315.md
verdict-mechanization-distribution-refresh	1eaaafa4	4	[draft] verdict-mechanization refresh — record c1 phase deviation (ACID ran with the four lenses; CEO-corrected)	q	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	1eaaafa4	4	[draft] verdict-mechanization refresh — record c1 phase deviation (ACID ran with the four lenses; CEO-corrected)	r	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	1eaaafa4	4	[draft] verdict-mechanization refresh — record c1 phase deviation (ACID ran with the four lenses; CEO-corrected)	s	1	diagnostic-315.md
verdict-mechanization-distribution-refresh	d118b7ac	5	[draft] verdict-mechanization refresh c2 (four lenses) — dry	m	1	diagnostic-315.md
verdict-mechanization-distribution-refresh	d118b7ac	5	[draft] verdict-mechanization refresh c2 (four lenses) — dry	q	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	d118b7ac	5	[draft] verdict-mechanization refresh c2 (four lenses) — dry	r	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	d118b7ac	5	[draft] verdict-mechanization refresh c2 (four lenses) — dry	s	2	diagnostic-315.md
verdict-mechanization-distribution-refresh	e637c01d	6	[draft] verdict-mechanization refresh aC (ACID confirming, apart) — dry after 1 fold x2 sites re-run	m	1	diagnostic-315.md
verdict-mechanization-distribution-refresh	e637c01d	6	[draft] verdict-mechanization refresh aC (ACID confirming, apart) — dry after 1 fold x2 sites re-run	q	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	e637c01d	6	[draft] verdict-mechanization refresh aC (ACID confirming, apart) — dry after 1 fold x2 sites re-run	r	0	diagnostic-315.md
verdict-mechanization-distribution-refresh	e637c01d	6	[draft] verdict-mechanization refresh aC (ACID confirming, apart) — dry after 1 fold x2 sites re-run	s	2	diagnostic-315.md
lint-s4-hardening	26baffb5	0	initial	m	2	executable-332.md
lint-s4-hardening	26baffb5	0	initial	q	0	executable-332.md
lint-s4-hardening	26baffb5	0	initial	r	0	executable-332.md
lint-s4-hardening	26baffb5	0	initial	s	7	executable-332.md
lint-s4-hardening	d6b7132b	1	initial	m	2	executable-332.md
lint-s4-hardening	d6b7132b	1	initial	q	0	executable-332.md
lint-s4-hardening	d6b7132b	1	initial	r	0	executable-332.md
lint-s4-hardening	d6b7132b	1	initial	s	7	executable-332.md
lint-s4-hardening	6162c856	2	initial	m	2	executable-332.md
lint-s4-hardening	6162c856	2	initial	q	0	executable-332.md
lint-s4-hardening	6162c856	2	initial	r	0	executable-332.md
lint-s4-hardening	6162c856	2	initial	s	7	executable-332.md
lint-s4-hardening	990acf03	3	initial	m	2	executable-332.md
lint-s4-hardening	990acf03	3	initial	q	0	executable-332.md
lint-s4-hardening	990acf03	3	initial	r	0	executable-332.md
lint-s4-hardening	990acf03	3	initial	s	8	executable-332.md
lint-s4-hardening	7ea7ea63	4	initial	m	3	executable-332.md
lint-s4-hardening	7ea7ea63	4	initial	q	0	executable-332.md
lint-s4-hardening	7ea7ea63	4	initial	r	0	executable-332.md
lint-s4-hardening	7ea7ea63	4	initial	s	8	executable-332.md
lint-s4-hardening	8e631fcd	5	initial	m	1	executable-332.md
lint-s4-hardening	8e631fcd	5	initial	q	0	executable-332.md
lint-s4-hardening	8e631fcd	5	initial	r	0	executable-332.md
lint-s4-hardening	8e631fcd	5	initial	s	9	executable-332.md
lint-s4-hardening	bc6c6abe	6	initial	m	1	executable-332.md
lint-s4-hardening	bc6c6abe	6	initial	q	0	executable-332.md
lint-s4-hardening	bc6c6abe	6	initial	r	0	executable-332.md
lint-s4-hardening	bc6c6abe	6	initial	s	9	executable-332.md
lint-s4-hardening	f89a1d37	7	initial	m	2	executable-332.md
lint-s4-hardening	f89a1d37	7	initial	q	0	executable-332.md
lint-s4-hardening	f89a1d37	7	initial	r	0	executable-332.md
lint-s4-hardening	f89a1d37	7	initial	s	6	executable-332.md
lint-s4-hardening	2bdac557	8	initial	m	3	executable-332.md
lint-s4-hardening	2bdac557	8	initial	q	0	executable-332.md
lint-s4-hardening	2bdac557	8	initial	r	0	executable-332.md
lint-s4-hardening	2bdac557	8	initial	s	7	executable-332.md
lint-s4-hardening	c7baf9d4	9	initial	m	3	executable-332.md
lint-s4-hardening	c7baf9d4	9	initial	q	0	executable-332.md
lint-s4-hardening	c7baf9d4	9	initial	r	0	executable-332.md
lint-s4-hardening	c7baf9d4	9	initial	s	10	executable-332.md
lint-s4-hardening	dcd4b4ce	10	initial	m	4	executable-332.md
lint-s4-hardening	dcd4b4ce	10	initial	q	1	executable-332.md
lint-s4-hardening	dcd4b4ce	10	initial	r	0	executable-332.md
lint-s4-hardening	dcd4b4ce	10	initial	s	14	executable-332.md
lint-s4-hardening	cc65f2e6	11	initial	m	4	executable-332.md
lint-s4-hardening	cc65f2e6	11	initial	q	1	executable-332.md
lint-s4-hardening	cc65f2e6	11	initial	r	0	executable-332.md
lint-s4-hardening	cc65f2e6	11	initial	s	17	executable-332.md
gate2-s5-conformance	bb66761d	0	initial	m	9	executable-330.md
gate2-s5-conformance	bb66761d	0	initial	q	2	executable-330.md
gate2-s5-conformance	bb66761d	0	initial	r	0	executable-330.md
gate2-s5-conformance	bb66761d	0	initial	s	3	executable-330.md
gate2-s5-conformance	3265a9fe	1	initial	m	9	executable-330.md
gate2-s5-conformance	3265a9fe	1	initial	q	2	executable-330.md
gate2-s5-conformance	3265a9fe	1	initial	r	0	executable-330.md
gate2-s5-conformance	3265a9fe	1	initial	s	3	executable-330.md
gate2-s5-conformance	cbd5b4db	2	initial	m	9	executable-330.md
gate2-s5-conformance	cbd5b4db	2	initial	q	2	executable-330.md
gate2-s5-conformance	cbd5b4db	2	initial	r	0	executable-330.md
gate2-s5-conformance	cbd5b4db	2	initial	s	5	executable-330.md
gate2-s5-conformance	a530c8fb	3	initial	m	9	executable-330.md
gate2-s5-conformance	a530c8fb	3	initial	q	2	executable-330.md
