id,home,kind,num,title,line,enforcers,n_enforcers,section_cited,corpus_cites,enforced_by_reading,q3_class,q3_artifact,q4_weight,q5_home
rule-83,PLANNER_TEMPLATE,rule,83,State the exact enforcement tier when correcting enforcement claims,1297,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-84,PLANNER_TEMPLATE,rule,84,Run the current implementation on every degenerate fixture before asserting its expected outcome,1303,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-85,PLANNER_TEMPLATE,rule,85,Repo-touching compounds — commits AND state-changing ops actions — open with cd-absolute and close with assert,1311,,0,,2,,CONVERSATIONAL,,2,ROLE
rule-86,PLANNER_TEMPLATE,rule,86,Never promise a verdict the grammar lacks,1319,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-87,PLANNER_TEMPLATE,rule,87,A severity or reversibility label is a CLAIM with a probe,1325,,0,,0,,MECHANIZABLE,plan text artifact; plan_lint structural extension,0,STANDARD
rule-88,PLANNER_TEMPLATE,rule,88,Prefer derived expectations over constants in QA assertions,1331,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-89,PLANNER_TEMPLATE,rule,89,A census over a corrected corpus states which half it measures,1337,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-90,PLANNER_TEMPLATE,rule,90,"At every verdict gate, compare the steps table against commits and deposits",1343,,0,,0,,MECHANIZABLE,plan text artifact; plan_lint structural extension,0,STANDARD
rule-91,PLANNER_TEMPLATE,rule,91,"When an independence guard is missing, assess the bias direction before voiding the result",1349,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-92,PLANNER_TEMPLATE,rule,92,Confirm the known positives are inside a census's population before scanning,1355,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-93,PLANNER_TEMPLATE,rule,93,Each mandate names its QA observer inline,1361,,0,,1,,MECHANIZABLE,plan text; plan_lint could check mandate-named steps for inline QA observer reference,1,STANDARD
rule-94,PLANNER_TEMPLATE,rule,94,Author every task as ordered sub-items from the first draft,1369,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-95,PLANNER_TEMPLATE,rule,95,A step body has exactly ONE reader,1375,,0,,0,,MECHANIZABLE,plan text artifact; plan_lint structural extension,0,STANDARD
rule-96,PLANNER_TEMPLATE,rule,96,Spot-check transcribed paired values against their cited sources,1381,,0,,1,,CONVERSATIONAL,,1,ROLE
rule-97,PLANNER_TEMPLATE,rule,97,"Path-identity guards test by inode, never by string equality of resolved paths",1387,,0,,0,,MECHANIZABLE,plan text artifact; plan_lint structural extension,0,STANDARD
rule-98,PLANNER_TEMPLATE,rule,98,"Clone derivation is section-by-section diffing, and the probe battery is rebuilt from the NEW mechanism",1391,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-99,PLANNER_TEMPLATE,rule,99,A function called from an un-guarded loop owns its own exception guard,1395,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-100,PLANNER_TEMPLATE,rule,100,An instruction-source migration requires a SUPERSET PROOF,1401,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-101,PLANNER_TEMPLATE,rule,101,A shipped mechanism does not update the doctrine that DESCRIBED its predecessor — sweep for descriptions,1407,,0,,0,,CONVERSATIONAL,,0,ROLE
rule-102,PLANNER_TEMPLATE,rule,102,"Observed record errors are ROUTED, never patched unrouted — and the enumeration IS the fix plan's scope",1413,,0,,0,,MECHANIZABLE,plan text artifact; plan_lint structural extension,0,STANDARD
rule-103,PLANNER_TEMPLATE,rule,103,Move the test ORACLE outside the author's model — every detector gets a tier-2 state-space suite,1419,,0,,0,,MECHANIZABLE,"plan Cycle Manifest detector fields (state_space, mutants); lint(s) already enforces 103/104/105/106 subjects partially",0,STANDARD
rule-104,PLANNER_TEMPLATE,rule,104,"A detector's fire count is a RATIO — report fired / evaluated / skipped, and never retire a check on an unmeas",1427,,0,,0,,MECHANIZABLE,"plan Cycle Manifest detector fields (state_space, mutants); lint(s) already enforces 103/104/105/106 subjects partially",0,STANDARD
rule-105,PLANNER_TEMPLATE,rule,105,"An environment variable is a property of a PROCESS TREE, not of a machine — test the dispatch environment, nev",1435,,0,,0,,MECHANIZABLE,"plan Cycle Manifest detector fields (state_space, mutants); lint(s) already enforces 103/104/105/106 subjects partially",0,STANDARD
rule-106,PLANNER_TEMPLATE,rule,106,"Earnability is not discrimination — enumerate the plausible WRONG fixes, construct each, and report the kill m",1443,,0,,0,,MECHANIZABLE,"plan Cycle Manifest detector fields (state_space, mutants); lint(s) already enforces 103/104/105/106 subjects partially",0,STANDARD
checklist-1,PLANNER_TEMPLATE,checklist,1,Deposits blocks use canonical multi-line bullet form,1471,,0,,0,,MECHANIZABLE,plan Deposits block form; plan_lint (b) extension,0,STANDARD
checklist-2,PLANNER_TEMPLATE,checklist,2,Agent deposits use Rule 26 Deposits block format,1477,,0,,1,,MECHANIZABLE,plan Deposits block; plan_lint (o2) already partially covers,1,STANDARD
checklist-3,PLANNER_TEMPLATE,checklist,3,No reliance on STOP-prose in Bellows-dispatched plans,1483,,0,,5,,CONVERSATIONAL,,5,ROLE
checklist-4,PLANNER_TEMPLATE,checklist,4,QA step includes exact canonical Rule 20 self-check reference,1489,,0,,0,,MECHANIZABLE,plan step text; plan_lint (c) already enforces for qa_steps,0,STANDARD
checklist-5,PLANNER_TEMPLATE,checklist,5,Frontend-to-backend DEV steps specify exact field names,1495,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-6,PLANNER_TEMPLATE,checklist,6,QA-step Deposits blocks declare only the QA report,1501,,0,,0,,MECHANIZABLE,plan step Deposits block; plan_lint (u) advisory covers,0,STANDARD
checklist-7,PLANNER_TEMPLATE,checklist,7,Follow-up plans from gate failures match files against full paths,1507,,0,,1,,CONVERSATIONAL,,1,ROLE
checklist-8,PLANNER_TEMPLATE,checklist,8,Filename-pattern fixes enumerate all lifecycle stages,1513,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-9,PLANNER_TEMPLATE,checklist,9,Multi-step diagnostics use pause_for_verdict: always,1519,,0,,0,,MECHANIZABLE,plan header pause_for_verdict; plan_lint (a) could add multi-step diagnostic check,0,STANDARD
checklist-10,PLANNER_TEMPLATE,checklist,10,Data-source mechanization plans include governance edit,1525,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-11,PLANNER_TEMPLATE,checklist,11,Contract-changing plans grep test files before declaring targeted scope,1531,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-12,PLANNER_TEMPLATE,checklist,12,Schema migration plans include init_db and PRAGMA verification,1537,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-13,PLANNER_TEMPLATE,checklist,13,Verify plan header against current parser before deposit,1543,,0,,0,,MECHANIZABLE,plan header; plan_lint (a) extension,0,STANDARD
checklist-14,PLANNER_TEMPLATE,checklist,14,Name all target file paths literally in step bodies,1549,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-15,PLANNER_TEMPLATE,checklist,15,No specific values from session memory in plan assertions,1555,,0,,1,,CONVERSATIONAL,,1,ROLE
checklist-16,PLANNER_TEMPLATE,checklist,16,Copy strict convention strings from known-good artifacts,1561,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-17,PLANNER_TEMPLATE,checklist,17,Mechanize dispatch-mode validation,1569,,0,,0,,MECHANIZABLE,plan header dispatch_mode; plan_lint (a) extension,0,STANDARD
checklist-18,PLANNER_TEMPLATE,checklist,18,Use strictly monotonic integer STEP header labels,1575,,0,,0,,MECHANIZABLE,plan STEP headers; plan_lint (e) partially covers,0,STANDARD
checklist-19,PLANNER_TEMPLATE,checklist,19,Deposited filename is the draft placeholder,1581,,0,,0,,MECHANIZABLE,plan Deposits filename; plan_lint (o2) extension,0,STANDARD
checklist-20,PLANNER_TEMPLATE,checklist,20,Derivations citation present and integer,1587,,0,,1,,CONVERSATIONAL,,1,ROLE
checklist-21,PLANNER_TEMPLATE,checklist,21,Scope enumerations include implied test-infrastructure files,1593,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-22,PLANNER_TEMPLATE,checklist,22,Never re-enumerate artifact-authoritative specifics inline,1599,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-23,PLANNER_TEMPLATE,checklist,23,Declared `**Scope:**` block in every step,1605,,0,,1,,MECHANIZABLE,plan step text; plan_lint (d) partially covers,1,STANDARD
checklist-24,PLANNER_TEMPLATE,checklist,24,Pre-deposit lint is mandatory,1611,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-25,PLANNER_TEMPLATE,checklist,25,Regression gates identify time-dependent inputs,1617,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-26,PLANNER_TEMPLATE,checklist,26,"After fixing an anti-pattern instance, sweep the whole artifact for siblings",1623,,0,,1,,CONVERSATIONAL,,1,ROLE
checklist-27,PLANNER_TEMPLATE,checklist,27,Step composition passes the Position A check,1633,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-28,PLANNER_TEMPLATE,checklist,28,QA steps for DB-out-of-git projects carry an evidence-source contract,1639,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-29,PLANNER_TEMPLATE,checklist,29,Pair every predicted number with a verify-and-explain clause,1645,,0,,1,,CONVERSATIONAL,,1,ROLE
checklist-30,PLANNER_TEMPLATE,checklist,30,Schema/migration QA rows name the absolute canonical path and show pre- and post-version,1653,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-31,PLANNER_TEMPLATE,checklist,31,Schema-version bumps enumerate and classify all version-pinned assertions,1659,,0,,0,,CONVERSATIONAL,,0,ROLE
checklist-32,PLANNER_TEMPLATE,checklist,32,Verification of a wired call must observe a behaviour change through the real entry point,1665,,0,,1,,CONVERSATIONAL,,1,ROLE
checklist-33,PLANNER_TEMPLATE,checklist,33,"Reference the canonical cross-repo audit/archival contracts, do not re-derive inline",1671,,0,,0,,CONVERSATIONAL,,0,ROLE
wrap-1,PLANNER_TEMPLATE,wrap-step,1,Update PROJECT_STATUS.md,2054,hooks/eluvian/wrap_check.py,1,,12,,CONVERSATIONAL,,12,EXECUTION-MODEL
wrap-2,PLANNER_TEMPLATE,wrap-step,2,Update KNOWLEDGE_INDEX.md,2055,hooks/eluvian/wrap_check.py,1,,11,,CONVERSATIONAL,,11,EXECUTION-MODEL
wrap-3,PLANNER_TEMPLATE,wrap-step,3,Batched glossary update,2056,hooks/eluvian/wrap_check.py,1,,8,,CONVERSATIONAL,,8,EXECUTION-MODEL
wrap-4,PLANNER_TEMPLATE,wrap-step,4,Synthesize prompt feedback patterns,2057,hooks/eluvian/wrap_check.py,1,,0,,CONVERSATIONAL,,0,EXECUTION-MODEL
wrap-5,PLANNER_TEMPLATE,wrap-step,5,Session-end cumulative suite state (Rule 21),2058,,0,,0,,MECHANIZABLE,test run output; gate-qa_test_result already checks test results; wrap_check could add suite-state check,0,EXECUTION-MODEL
wrap-6,PLANNER_TEMPLATE,wrap-step,6,Surface pending items,2059,,0,,0,,CONVERSATIONAL,,0,EXECUTION-MODEL
wrap-7,PLANNER_TEMPLATE,wrap-step,7,Lessons sweep,2060,,0,,0,wrap[3b/lessons];hook-wrap_stop;hook-wrap_debt,ENFORCED,,0,STANDARD
wrap-8,PLANNER_TEMPLATE,wrap-step,8,Session-handoff baton maintenance,2061,,0,,0,wrap[3/root];hook-wrap_stop;hook-wrap_debt,ENFORCED,,0,STANDARD
dc-T-1,DRAFTING_CYCLE,trigger,T-1,Blast radius,17,,0,,0,,MECHANIZABLE,write set from manifest; depositor.py could classify blast-radius from path analysis,0,STANDARD
dc-T-2,DRAFTING_CYCLE,trigger,T-2,Production-data mutation,18,scripts/plan_lint.py,1,,0,lint(l),ENFORCED,,0,STANDARD
dc-T-3,DRAFTING_CYCLE,trigger,T-3,CEO-run tool / cross-machine / new execution environment,19,,0,,0,,MECHANIZABLE,plan header dispatch_mode; plan_lint could check when cross-machine context present,0,STANDARD
dc-T-4,DRAFTING_CYCLE,trigger,T-4,Money-affecting path,20,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-T-5,DRAFTING_CYCLE,trigger,T-5,Irreversible or destructive,21,,0,,0,,MECHANIZABLE,plan Deposits block; depositor.py could flag destructive-named operations,0,STANDARD
dc-T-6,DRAFTING_CYCLE,trigger,T-6,Governance surface,22,,0,,3,,MECHANIZABLE,"write set; depositor or plan_lint: when writes touch governance/ paths, T-6 should appear in tier declaration",3,STANDARD
dc-T-7,DRAFTING_CYCLE,trigger,T-7,Authored-from diagnostic,23,,0,,0,,MECHANIZABLE,plan header and DC block; plan_lint (k) already checks clone-framed plans; T-7 detectable when plan cites a diagnostic id,0,STANDARD
dc-T-8,DRAFTING_CYCLE,trigger,T-8,Novel pattern,24,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q1.1,DRAFTING_CYCLE,lens-subquestion,1.1,does each step do what its prose claims? (1.2) are the pre/post-conditions real and check,79,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q1.2,DRAFTING_CYCLE,lens-subquestion,1.2,are the pre/post-conditions real and checkable? (1.3) does any step rest on an unstated a,79,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q1.3,DRAFTING_CYCLE,lens-subquestion,1.3,"does any step rest on an unstated assumption? (1.4) **for a diagnostic**, aim weak-spots",79,,0,,0,,CONVERSATIONAL,,0,ROLE
dc-q1.4,DRAFTING_CYCLE,lens-subquestion,1.4,"**for a diagnostic**, aim weak-spots at the QUESTIONS themselves — is each answerable, an",79,,0,,1,,CONVERSATIONAL,,1,ROLE
dc-q2.1,DRAFTING_CYCLE,lens-subquestion,2.1,"what breaks if this ships? (2.2) does any step relax an existing guard, threshold, or ass",85,,0,,2,,CONVERSATIONAL,,2,ROLE
