plan_file	plan_id	block	lens	pass	folded	pre_existing	fold_introduced	origin	source	status	note
diagnostic-autofill-features-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-background-job-infrastructure-inventory-2026-05-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-backlog-hygiene-audit-2026-05-06.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-backtest-metric-accuracy-2026-04-09.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-backtest-scoping-architecture-2026-04-09.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-dir-read-dependencies-2026-04-21.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rate-sprawl-2026-04-07.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rate-tariff-batch-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rates-backtest-mismatch-2026-04-09.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rates-csv-wiring-2026-04-09.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rates-importer-behavior-2026-04-09.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rates-method-not-allowed-2026-04-21.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rates-prompt-audit-2026-04-09.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rates-section-integration-2026-04-08.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-base-rates-url-fix-postmortem-2026-04-21.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-billto-config-extraction-2026-04-16.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-billto-config-extraction-v2-2026-04-16.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-billto-customer-area-pub-validation-coupling-2026-04-11.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-billto-extraction-architecture-2026-05-07.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-billto-row-suppression-2026-05-14.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-cached-validator-state-2026-03-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-card-loader-failures-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-carrier-doc-extraction-flow-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-carrier-fuel-schema-2026-04-04.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-carrier-profile-auto-create-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-carrier-profile-autocreate-2026-03-30.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-carrier-profile-data-quality-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-carrier-rules-tariff-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-combined-header-extraction-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-config-copilot-paste-2026-03-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-config-paste-nonetype-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-config-upload-json-redirect-2026-04-17.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-212-db-state-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-card-cleanup-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-config-copilot-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-data-visibility-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-header-cleanup-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-header-no-updates-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-lanes-old-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-pubs-removal-scope-2026-04-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-resolution-gate-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-setup-data-shape-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-setup-import-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-setup-misalign-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-setup-quality-display-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-contract-versioning-merge-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-csv-section-matrix-2026-04-09.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-exchange-capture-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-extraction-format-2026-03-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-fuel-extraction-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-paste-markdown-noise-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-paste-pipeline-2026-03-23.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-pipeline-audit-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-prompt-gap-comparison-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-pubs-data-flow-2026-04-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-unification-audit-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-copilot-widget-layout-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-csrf-rules-tariff-paste-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-dataless-flag-sweep-2026-05-14.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-dead-code-pages-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-dead-code-sweep-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-derived-rate-display-2026-04-07.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-document-linkage-per-section-2026-03-31.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-eia-padd-regions-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-eluvian-signals-diagnostic-2026-03-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-email-archiver-batch-search-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-email-user-lookup-2026-06-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-empty-carrier-profiles-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-enrich-button-error-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-enrichment-missing-charge-lines-2026-04-06.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-export-forge-pipeline-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-extraction-fallback-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-file-first-batch-readiness-2026-04-16.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-file-first-rollout-audit-2026-04-10.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-bracket-ceiling-2026-04-17.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-bracket-continuation-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-bracket-floor-only-blueprint-2026-05-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-bracket-floor-only-blueprint-amendment-2026-05-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-bracket-precision-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-bracket-sample-extrapolation-2026-05-29.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-continuation-inference-design-v2-2026-05-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-continuation-inference-v2-2026-05-21.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-continuation-rule-2026-04-17.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-copilot-prompt-audit-2026-05-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-csv-precision-gap-detection-2026-05-22.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-import-eia-region-notnull-2026-05-20.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-importer-boundary-audit-2026-04-10.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-inference-preamble-row-skip-2026-05-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-fuel-timing-rule-extraction-hallucination-2026-05-28.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-g7-tariff-autofill-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-gaps-vs-stubs-2026-03-30.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-gate-ship-date-compliance-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-gate7-tariff-rate-link-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-gate8-eia-refresh-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-ghost-deliverable-audit-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-git-sync-workflow-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-governance-root-connectivity-probe-2026-05-14.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-governance-root-refsck-2026-05-14.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-group-b-2026-03-23.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-implementation-audit-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-import-attempts-collapse-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-import-section-2026-04-04.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-informal-sharing-friction-audit-2026-04-09.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-ingest-post-validation-hang-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-ingest-skip-xml-id-list-2026-03-27.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-invoice-detail-display-2026-04-03.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-invoice-detail-fidelity-2026-04-01.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-invoice-detail-locations-ux-2026-03-26.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-invoice-detail-timeline-2026-04-05.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
diagnostic-invoice-detail-ux-2026-04-02.md	-	-	-	-	-	-	-	N/A	RECORD_CLAIMED	NO_BLOCK	-
